i_on_A_m,i_off_nA_um,v_dd_V,c_gs,t_crit_s,clk_freq_GHz,p_leak_total_W,energy_cycle_par_total_pJ,energy_cycle_wire_total_pJ,energy_cycle_load_total_pJ,energy_dyn_cycle_total_pJ,energy_leak_total_pJ,energy_cycle_total_pJ,edp_Js,edp_pJns
885.0,0.0314,3.2,0.9164282045637978,4.773330538796285e-09,0.20949732935364146,8.261376338033779e-07,5.417083779630546,11.893588310796192,5.346649501621529,22.65732159204827,0.003943427996682565,22.66126502004495,1.0816970836793657e-19,108.16970836793656
885.0,0.0314,3.2,0.9164282045637978,4.773330538796285e-09,0.20949732935364146,8.261376338033779e-07,5.417083779630546,11.893588310796192,5.346649501621529,22.65732159204827,0.003943427996682565,22.66126502004495,1.0816970836793657e-19,108.16970836793656
885.0,0.0537,3.2,0.9164282045637978,4.773330538796285e-09,0.20949732935364146,1.4128532144981335e-06,5.417083779630546,11.893588310796192,5.346649501621529,22.65732159204827,0.006744015395600438,22.66406560744387,1.0818307649729439e-19,108.1830764972944
885.0,0.0537,3.2,0.9164282045637978,4.773330538796285e-09,0.20949732935364146,1.4128532144981335e-06,5.417083779630546,11.893588310796192,5.346649501621529,22.65732159204827,0.006744015395600438,22.66406560744387,1.0818307649729439e-19,108.1830764972944
800.0,0.0393,3.0,0.9164282045637978,4.947759068845421e-09,0.2021117006882378,9.693633262880002e-07,4.761108790690911,10.453349101285715,4.699203663534547,19.913661555511172,0.004796176188647616,19.91845773169982,9.855172987943199e-20,98.55172987943199
896.0,8.16,3.0,0.9164282045637978,4.425457098228366e-09,0.22596535856156597,0.00020127238530560004,4.761108790690911,10.453349101285715,4.699203663534547,19.913661555511172,0.8907223062280224,20.804383861739197,9.206890823520139e-20,92.06890823520139
896.0,8.16,3.0,0.9164282045637978,4.425457098228366e-09,0.22596535856156597,0.00020127238530560004,4.761108790690911,10.453349101285715,4.699203663534547,19.913661555511172,0.8907223062280224,20.804383861739197,9.206890823520139e-20,92.06890823520139
400.0,600.0,1.8,1.0,6.209918006476902e-09,0.16103272200325458,0.0088796640576,1.870303812249601,3.763205676462857,1.84598565435648,7.479495143068938,55.14198572275599,62.62148086582493,3.88874261620935e-19,388.874261620935
600.0,400.0,1.8,1.0,4.164983695677558e-09,0.24009697829977228,0.005919776038400001,1.870303812249601,3.763205676462857,1.84598565435648,7.479495143068938,24.65577068199869,32.13526582506762,1.3384285821767089e-19,133.84285821767088
0.457,54.4,1.0,0.9164282045637978,2.844605919480711e-06,0.000351542543433416,0.00044727196734577787,0.5290120878545457,1.1614832334761906,0.5221337403927275,2.212629061723464,1272.3124859295829,1274.5251149913063,3.6255216866311035e-15,3625521.6866311035
0.457,54.4,1.0,0.9164282045637978,2.844605919480711e-06,0.000351542543433416,0.00044727196734577787,0.5290120878545457,1.1614832334761906,0.5221337403927275,2.212629061723464,1272.3124859295829,1274.5251149913063,3.6255216866311035e-15,3625521.6866311035
0.316,13.4,1.0,0.603578154425612,3.3635034581802098e-06,0.0002973090447009798,0.00011017360960355556,0.3484180627200002,1.1614832334761906,0.3438878439360001,1.8537891401321906,370.5693169017555,372.42310604188765,1.2526464050781041e-15,1252646.4050781042
0.28,0.003017,1.0,0.5847457627118645,3.744970713309217e-06,0.0002670247851194428,2.4805505983128892e-08,0.33754698432000024,1.1614832334761906,0.33315811401600015,1.832188331812191,0.09289589343563424,1.925084225247825,7.20938404420667e-18,7209.384044206669
1000.0000000000001,196.0,3.1,0.9164282045637978,4.102790547491605e-09,0.2437365467294906,0.004995633223516445,5.083806164282183,11.161853873706194,5.017705245174111,21.263365283162486,20.49603676817829,41.75940205134077,1.7133008000514246e-19,171.33008000514246
1000.0000000000001,196.0,3.1,0.840927434147773,3.923440904643334e-09,0.25487831327254473,0.004995633223516445,4.664972173645965,11.161853873706194,4.6043170388262995,20.43114308617846,19.600071733739657,40.03121481991811,1.5706010568703118e-19,157.06010568703115
271.0,3.7199999999999994e-07,3.1,0.840927434147773,1.4286712920413688e-08,0.06999510703201306,9.481507954837333e-12,4.664972173645965,11.161853873706194,4.6043170388262995,20.43114308617846,1.354595822033797e-07,20.43114322163804,2.9189387784339874e-19,291.89387784339874
800.0,3.7199999999999994e-07,3.1,0.840927434147773,4.886557062487563e-09,0.20464306201940421,9.481507954837333e-12,4.664972173645965,11.161853873706194,4.6043170388262995,20.43114308617846,4.6331929659742384e-08,20.43114313251039,9.983794676886293e-20,99.83794676886292
760.0,3.7199999999999994e-07,3.1,0.840927434147773,5.140008682972886e-09,0.19455220052694902,9.481507954837333e-12,4.664972173645965,11.161853873706194,4.6043170388262995,20.43114308617846,4.8735033215540384e-08,20.43114313491349,1.0501625311651722e-19,105.01625311651723
790.0,3.7199999999999994e-07,3.1,0.840927434147773,4.947513781338464e-09,0.2021217209686008,9.481507954837333e-12,4.664972173645965,11.161853873706194,4.6043170388262995,20.43114308617846,4.6909891274427984e-08,20.43114313308835,1.0108336221945335e-19,101.08336221945333
790.0,3.7199999999999994e-07,3.1,0.840927434147773,4.947513781338464e-09,0.2021217209686008,9.481507954837333e-12,4.664972173645965,11.161853873706194,4.6043170388262995,20.43114308617846,4.6909891274427984e-08,20.43114313308835,1.0108336221945335e-19,101.08336221945333
790.0,3.7199999999999994e-07,3.1,0.840927434147773,4.947513781338464e-09,0.2021217209686008,9.481507954837333e-12,4.664972173645965,11.161853873706194,4.6043170388262995,20.43114308617846,4.6909891274427984e-08,20.43114313308835,1.0108336221945335e-19,101.08336221945333
1000.0,196.82,3.1,0.840927434147773,3.923440904643336e-09,0.2548783132725446,0.005016533321696463,4.664972173645965,11.161853873706194,4.6043170388262995,20.43114308617846,19.682072033850208,40.11321512002867,1.5738182901867802e-19,157.38182901867802
390.0,0.7311,1.8,0.8739678400695351,5.9230886237183416e-09,0.16883083531717094,1.0819870654185601e-05,1.6345853830655999,3.763205676462857,1.6133320951372805,7.0111231546657375,0.06408705278191065,7.075210207447648,4.190709709014905e-20,41.90709709014905
1400.0,799.9999999999999,1.8,0.1730186875271621,1.0005671406856881e-09,0.9994331807805527,0.0118395520768,0.3235975108724737,3.763205676462857,0.3193900151107278,4.406193202446058,11.846266768483078,16.252459970929134,1.6261677402221168e-20,16.261677402221167
1400.0,799.9999999999999,1.8,5.367231638418079,6.197088074793199e-09,0.1613661106524407,0.0118395520768,10.038353794559999,3.763205676462857,9.907832608128002,23.709392079150856,73.37074698603033,97.08013906518119,6.016141721000996e-19,601.6141721000996
1120.0,187.99,1.8,5.367231638418079,7.699174318150112e-09,0.12988405752063437,0.0027821467436470407,10.038353794559999,3.763205676462857,9.907832608128002,23.709392079150856,21.420232758012258,45.129624837163114,3.4746084853403567e-19,347.4608485340357
1406.0,306.0,1.8,6.431986093003042,7.2322479180812395e-09,0.13826959630351088,0.004528628669376001,12.029768110080001,3.763205676462857,11.873354056704,27.66632784324686,32.75216526585759,60.41849310910445,4.369615210019264e-19,436.96152100192637
1579.0,306.0,1.8,6.431986093003042,6.463575534742879e-09,0.1547131296949839,0.004528628669376001,12.029768110080001,3.763205676462857,11.873354056704,27.66632784324686,29.271133473313917,56.93746131656078,3.6801958197609133e-19,368.01958197609133
1262.0,306.0,1.8,4.834854411125598,6.264761471244351e-09,0.15962299675575245,0.004528628669376001,9.042646636800004,3.763205676462857,8.925071883840006,21.730924197102865,28.370778405479342,50.10170260258221,3.138752161083998e-19,313.8752161083998
1124.0,306.0,1.8,4.820367955961177,6.9944910349568055e-09,0.14296965926501834,0.004528628669376001,9.015552564480002,3.763205676462857,8.898330095424004,21.677088336366864,31.675452628598805,53.35254096496567,3.731738694716181e-19,373.1738694716181
1675.0,306.0,1.8,4.834854411125598,4.763199512243115e-09,0.2099429170307993,0.004528628669376001,9.042646636800004,3.763205676462857,8.925071883840006,21.730924197102865,21.570761869101954,43.30168606620482,2.062545699498513e-19,206.2545699498513
1000.0,2.9299999999999997e-05,1.8,4.834854411125598,7.860307393054741e-09,0.12722148765881425,4.336235948128e-10,9.042646636800004,3.763205676462857,8.925071883840006,21.730924197102865,3.4084147481100253e-06,21.730927605517614,1.7081177091558748e-19,170.81177091558746
