i_on_A_m,i_off_nA_um,v_dd_V,c_gs,t_crit_s,clk_freq_GHz,p_leak_total_W,energy_cycle_par_total_pJ,energy_cycle_wire_total_pJ,energy_cycle_load_total_pJ,energy_dyn_cycle_total_pJ,energy_leak_total_pJ,energy_cycle_total_pJ,edp_Js,edp_pJns
1000.0,2.92e-05,1.8,4.834854411125598,7.860307393054741e-09,0.12722148765881425,4.3214365080320007e-10,9.042646636800004,3.763205676462857,8.925071883840006,21.730924197102865,3.3967819332700598e-06,21.7309275938848,1.7081177082414998e-19,170.81177082415
1000.0,2.92e-05,1.8,4.834854411125598,7.860307393054741e-09,0.12722148765881425,4.3214365080320007e-10,9.042646636800004,3.763205676462857,8.925071883840006,21.730924197102865,3.3967819332700598e-06,21.7309275938848,1.7081177082414998e-19,170.81177082415
1384.0,2.92e-05,1.8,4.834854411125598,5.727937676786236e-09,0.17458290512704536,4.3214365080320007e-10,9.042646636800004,3.763205676462857,8.925071883840006,21.730924197102865,2.475291899219604e-06,21.730926672394766,1.2447339363828893e-19,124.47339363828893
1384.0,2.9299999999999997e-05,1.8,4.834854411125598,5.727937676786236e-09,0.17458290512704536,4.336235948128e-10,9.042646636800004,3.763205676462857,8.925071883840006,21.730924197102865,2.483768926271726e-06,21.730926680871796,1.244733936868448e-19,124.4733936868448
1384.0,0.000276,1.8,4.834854411125598,5.727937676786236e-09,0.17458290512704536,4.084645466496e-09,9.042646636800004,3.763205676462857,8.925071883840006,21.730924197102865,2.339659466385653e-05,21.73094759369753,1.2447351347420728e-19,124.47351347420728
1384.0,0.000276,1.8,4.834854411125598,5.727937676786236e-09,0.17458290512704536,4.084645466496e-09,9.042646636800004,3.763205676462857,8.925071883840006,21.730924197102865,2.339659466385653e-05,21.73094759369753,1.2447351347420728e-19,124.47351347420728
2000.0,0.0561,1.8,4.834854411125598,4.017599466862538e-09,0.24890485182708605,8.302485893856e-07,9.042646636800004,3.763205676462857,8.925071883840006,21.730924197102865,0.0033356062900789605,21.734259803392945,8.731955059876339e-20,87.31955059876339
1388.0,0.03,1.5,4.834854411125598,4.789094141765679e-09,0.20880775578809407,3.6998600240000003e-07,6.2796157200000025,2.613337275321429,6.197966586000002,15.090919581321431,0.0017718977966291428,15.092691479118061,7.228032034612109e-20,72.28032034612109
1869.0,0.03,1.5,6.032703172533681,4.3613620157696935e-09,0.22928617170146098,3.6998600240000003e-07,7.835408154000002,2.613337275321429,7.733530217700002,18.182275647021434,0.0016136428972338347,18.18388928991867,7.930652404801263e-20,79.30652404801263
2000.0,18.57,1.5,4.834854411125598,3.3771481458305038e-09,0.2961078273201075,0.00022902133548560004,6.2796157200000025,2.613337275321429,6.197966586000002,15.090919581321431,0.77343897849082,15.864358559812253,5.3576289095060235e-20,53.57628909506024
1688.0,0.556,1.5,4.834854411125598,3.96903443777954e-09,0.2519504468092864,6.8570739111466696e-06,6.2796157200000025,2.613337275321429,6.197966586000002,15.090919581321431,0.027215962495740775,15.118135543817173,6.000440060842928e-20,60.00440060842928
1697.0,0.556,1.5,4.302477183833117,3.578418069726694e-09,0.279453093661685,6.8570739111466696e-06,5.5881524160000025,2.613337275321429,5.515493860800002,13.716983552121434,0.024537477189098735,13.741521029310533,4.917290715681417e-20,49.172907156814176
894.0,0.556,1.5,2.1729682746631904,3.8846049343539204e-09,0.25742643509418234,6.8570739111466696e-06,2.8222992000000016,2.613337275321429,2.785602960000002,8.221239435321433,0.026637023150469893,8.247876458471902,3.203974158852149e-20,32.039741588521494
2048.0,109.0,1.5,2.1729682746631904,1.7552432343918964e-09,0.5697216091799663,0.0013442824753866671,2.8222992000000016,2.613337275321429,2.785602960000002,8.221239435321433,2.3595427200340384,10.58078215535547,1.8571846292762198e-20,18.5718462927622
2048.0,109.0,1.5,2.1729682746631904,1.7552432343918964e-09,0.5697216091799663,0.0013442824753866671,2.8222992000000016,2.613337275321429,2.785602960000002,8.221239435321433,2.3595427200340384,10.58078215535547,1.8571846292762198e-20,18.5718462927622
1092.0,59.0,1.5,1.6405910473707084,2.631322156580381e-09,0.3800370842084886,0.0007276391380533334,2.130835896,2.613337275321429,2.1031302348000005,6.847303406121429,1.914652985954787,8.761956392076216,2.305552998946124e-20,23.055529989461238
1999.0,105.69999999999999,1.5,2.119730551933942,1.764017461094507e-09,0.5668878126521136,0.0013035840151226668,2.7531528696000023,2.613337275321429,2.717355687480001,8.083845832401432,2.2995449646800696,10.383390797081502,1.831648267141978e-20,18.31648267141978
1944.0,102.29999999999998,1.5,2.093111690569318,1.7947169400544682e-09,0.5571909294897784,0.001261652268184,2.7185797044,2.613337275321429,2.6832320512200005,8.01514903094143,2.2643086981679676,10.279457729109398,1.844871692100647e-20,18.448716921006472
1122.0,29.0,1.1,2.093111690569318,2.2523251935860307e-09,0.4439856211028985,0.0002622789661457778,1.4619917521440005,1.4053947125061907,1.4429825697672005,4.310369034417391,0.590737523197833,4.901106557615225,1.1038885776166476e-20,11.038885776166476
719.0,9.0,0.9,2.093111690569318,2.8470471253088543e-09,0.3512411126287619,6.659748043200001e-05,0.9786886935840002,0.9408014191157142,0.9659635384392005,2.885453651138915,0.1896061652167383,3.0750598163556533,8.754840210308135e-21,8.754840210308135
503.0,5.0,0.8,2.093111690569318,3.5894320656044367e-09,0.27859560557851276,3.288764465777779e-05,0.7732848936960004,0.743349269424762,0.7632304501248004,2.279864613245563,0.11804796629683204,2.397912579542395,8.607144303525721e-21,8.607144303525722
352.0,4.0,0.72,2.093111690569318,4.586669905079447e-09,0.21802310187889543,2.3679104153600002e-05,0.6263607638937604,0.602112908234057,0.6182166646010882,1.8466903367289056,0.10860823440055888,1.9552985711294644,8.968309111644359e-21,8.968309111644357
352.0,4.0,0.72,2.093111690569318,4.586669905079447e-09,0.21802310187889543,2.3679104153600002e-05,0.6263607638937604,0.602112908234057,0.6182166646010882,1.8466903367289056,0.10860823440055888,1.9552985711294644,8.968309111644359e-21,8.968309111644357
410.0,4.68,0.75,2.093111690569318,4.112844858527717e-09,0.24314070537490973,2.88589081872e-05,0.6796449261,0.6533343188303572,0.6708080128050001,2.0037872577353575,0.11869221216044898,2.1224794698958065,8.729428775091603e-21,8.729428775091602
413.0,4.68,0.75,2.089160839160839,4.078181312271152e-09,0.24520734205490657,2.88589081872e-05,0.6783620628272728,0.6533343188303572,0.669541829641364,2.001238211298994,0.11769186006158797,2.118930071360582,8.641381019032103e-21,8.641381019032103
400.0,4.68,0.75,2.0730535218801553,4.18405178129983e-09,0.23900277823266736,2.88589081872e-05,0.6731319279461658,0.6533343188303572,0.664379698281935,1.990845945058458,0.1207471662070224,2.1115931112654804,8.835014918570782e-21,8.835014918570781
400.0,4.68,0.75,2.0730535218801553,4.18405178129983e-09,0.23900277823266736,2.88589081872e-05,0.6731319279461658,0.6533343188303572,0.664379698281935,1.990845945058458,0.1207471662070224,2.1115931112654804,8.835014918570782e-21,8.835014918570781
620.0,11.3,0.75,2.6055247718383314,3.237971683703015e-09,0.3088353134874787,6.968069711866668e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.22562412417092897,2.5600147389325367,8.28925523452592e-21,8.289255234525921
634.0,12.7,0.75,2.6055247718383314,3.1690518576017308e-09,0.31555179433282554,7.831370384133334e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.2481801886340492,2.5825708033956567,8.184300801889e-21,8.184300801889
606.0,8.64,0.75,2.6055247718383314,3.3100759242116197e-09,0.3021078739268423,5.327798434560002e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.1763541732728942,2.510744788034502,8.310755874712812e-21,8.310755874712811
645.0,12.0,0.75,2.6055247718383314,3.1169994529493763e-09,0.32082135884039925,7.399720048000001e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.23064923341594532,2.5650398481775527,7.995227803562784e-21,7.995227803562784
635.0,12.7,0.75,2.6055247718383314,3.1642453005507975e-09,0.31603112433348035,7.831370384133334e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.247803769348666,2.5821943841102737,8.170696445029594e-21,8.170696445029593
870.0,157.0,0.75,2.6055247718383314,2.3411085936329356e-09,0.4271480625545006,0.0009681300396133337,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,2.2664975554929696,4.600888170254577,1.0771178833727102e-20,10.771178833727102
600.0,8.92,0.75,2.6055247718383314,3.3420078021511442e-09,0.2992213241861171,5.500458569013334e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.18382575453051678,2.5182163692921242,8.415898753679007e-21,8.415898753679008
619.0,11.38,0.75,2.6055247718383314,3.243013821915364e-09,0.3083551458344965,7.017401178853336e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.2275752901694654,2.561965904931073,8.308490840967373e-21,8.308490840967373
541.0,5.16,0.75,2.6055247718383314,3.693730649917555e-09,0.2707289986134534,3.1818796206400005e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.11753006279106012,2.4519206775526676,9.056734557842906e-21,9.056734557842907
600.0,9.07,0.75,2.6055247718383314,3.3420078021511442e-09,0.2992213241861171,5.592955069613335e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.18691699479728557,2.5213076095588933,8.426229702768873e-21,8.426229702768872
800.0,9.07,0.75,2.6055247718383314,2.535727884178143e-09,0.3943640822974626,5.592955069613335e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.1418221212497404,2.4762127360113477,6.2790016818610256e-21,6.2790016818610255
1000.0,9.07,0.75,2.6055247718383314,2.0519599333943418e-09,0.4873389503009472,5.592955069613335e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.11476519712121323,2.4491558118828207,5.0255695966234375e-21,5.025569596623438
2000.0,9.07,0.75,2.6055247718383314,1.0844240318267403e-09,0.9221485052442762,5.592955069613335e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.060651348864159,2.3950419636257667,2.5972410625892872e-21,2.5972410625892874
600.0,0.0,0.75,2.6055247718383314,3.3420078021511442e-09,0.2992213241861171,0.0,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.0,2.3343906147616074,7.801551647801699e-21,7.801551647801699
600.0,12.0,0.75,2.6055247718383314,3.3420078021511442e-09,0.2992213241861171,7.399720048000001e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.2472992213415024,2.58168983610311,8.628027574990903e-21,8.628027574990902
360.0,12.0,0.75,2.6055247718383314,5.492087583412479e-09,0.18208012614734295,7.399720048000001e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.40639910596349194,2.7407897207250995,1.5052657193938873e-20,15.052657193938872
367.0,0.1,0.75,2.6055247718383314,5.3895633431616e-09,0.18554378830500667,6.166433373333334e-07,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.003323438326696567,2.3377140530883045,1.2599257967318456e-20,12.599257967318454
800.0,96.0,0.75,2.6055247718383314,2.535727884178143e-09,0.3943640822974626,0.0005919776038400001,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,1.5010941168660503,3.8354847316276577,9.725745583327774e-21,9.725745583327774
636.0,12.95,0.75,2.6055247718383314,3.1594538584591434e-09,0.3165103985685986,7.985531218466668e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.25229917420030457,2.586689788961912,8.172527034372581e-21,8.172527034372582
429.0,0.86,0.75,2.6055247718383314,4.627545014024181e-09,0.21609730363927573,5.3031327010666675e-06,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.024540485289529648,2.3589311000511373,1.0916059850468217e-20,10.916059850468217
800.0,203.0,0.75,2.6055247718383314,2.535727884178143e-09,0.3943640822974626,0.0012517859747866668,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,3.1741886012896687,5.508579216051276,1.3968257920345396e-20,13.968257920345396
868.0,203.0,0.75,2.6055247718383314,2.346233525576193e-09,0.4262150332006776,0.0012517859747866668,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,2.9369822208905525,5.27137283565216,1.2367871672818741e-20,12.367871672818742
435.0,0.874,0.75,2.6055247718383314,4.565329057006732e-09,0.21904226125063855,5.3894627682933346e-06,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.024604670977745505,2.358995285739353,1.0769589723327767e-20,10.769589723327767
640.0,13.0,0.75,2.6055247718383314,3.140437822657894e-09,0.3184269380482926,8.016363385333334e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.2517489077547068,2.5861395225163144,8.12161037118066e-21,8.12161037118066
362.0,0.3,0.75,2.6055247718383314,5.462390348864674e-09,0.18307003640042754,1.8499300120000005e-06,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.010105039843623912,2.3444956546052316,1.2806550436670781e-20,12.806550436670781
570.0,7.25,0.75,2.6055247718383314,3.5117509427770385e-09,0.28475823493599334,4.470664195666667e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.1569985920397197,2.4913892068013275,8.7491383958091e-21,8.7491383958091
632.0,12.76,0.75,2.6055247718383314,3.178710603574334e-09,0.3145929669959699,7.868368984373334e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.2501126792346293,2.584503293996237,8.215388025598633e-21,8.215388025598633
702.0000000000001,9.32,0.75,2.6055247718383314,2.8734006703377754e-09,0.3480196863330054,5.747115903946668e-05,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.16513766690909246,2.4995282816707003,7.182146240080817e-21,7.182146240080817
709.0000000000001,28.0,0.75,2.6055247718383314,2.8461854548503976e-09,0.3513474493715177,0.00017266013445333339,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.4914227633135914,2.825813378075199,8.042788934799299e-21,8.0427889347993
716.0,28.0,0.75,2.6055247718383314,2.8195023804479703e-09,0.35467251488580664,0.00017266013445333339,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.48681566009964017,2.8212062748612476,7.954397807706038e-21,7.954397807706038
711.0,28.0,0.75,2.6055247718383314,2.838508106539312e-09,0.3522977432039793,0.00017266013445333339,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.4900971913219544,2.8244878060835616,8.017331534389627e-21,8.017331534389626
716.0,28.44,0.75,2.6055247718383314,2.8195023804479703e-09,0.35467251488580664,0.00017537336513760002,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.4944656204726343,2.828856235234242,7.975966889188029e-21,7.975966889188029
664.0,26.0,0.75,2.6055247718383314,3.031152894016976e-09,0.32990747579043084,0.0001603272677066667,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.4859764614988973,2.8203670762605046,8.548963825397227e-21,8.548963825397227
737.0,29.64,0.75,2.6055247718383314,2.74249437603282e-09,0.36463155904317984,0.00018277308518560004,0.8460282836250002,0.6533343188303572,0.8350280123062503,2.3343906147616074,0.5012541582116756,2.8356447729732834,7.776739842306092e-21,7.776739842306092
